X,Y,OBJECTID,MODULENAME,CASENUMBER,PROJECTNAME,SPATIALTYPE,APPLY_DATE,COMPLETE_DATE,EXPIRE_DATE,STATUS,DESCRIPTION,CASENAME,WORKCLASS_NAME,AFFORDABLE_HOUSING
-118.2347176,33.85969032,599,PlanManagement,RPPL2016000523,,Address,2016/01/13 00:00:00+00,2016/02/02 00:00:00+00,,Approved,"REA TO MODIFY WTF (Monopine) BY installing 6 antennas, removing 3 antennas, installing 3 new RRU's, and installing XMU and DUS41.CUP 2007-00159 TO EXPIRE JULY 15, 2018.",Permits & Reviews,Revised Exhibit "A",
-118.2388119,33.92411101,600,PlanManagement,RPPL2016000480,,Address,2016/01/11 00:00:00+00,,,New,APARTMENTS - 8 UNITS,Referrals & Letters,Business License Referral,
-117.8944112,33.97017125,602,PlanManagement,RPPL2016000394,,Address,2016/01/04 00:00:00+00,2016/02/09 00:00:00+00,,Approved,"?	Plans approved for a 360 sq. ft. attached patio cover addition to the existing single family residence.?	Maintain setbacks and elevations as shown.?	Existing use on the property is a single family residence.?	Proposed patio cover shall remain permanently unenclosed on at least two sides.?	Proposed additions shall comply with the development standards of the Rowland Heights Community Standards District.?	Green building and LID requirements may be applicable to the satisfaction of the Department of Public Works.?	No oak trees are depicted on plans.?	No grading is proposed or authorized.?	Changes to this approval require additional DRP review and fees.?	Obtain building permits from the Department of Public Works, Building and Safety Division.",Referrals & Letters,Zoning Conformance Review,
-118.1027498,34.18285036,603,PlanManagement,RPPL2016000716,,Address,2016/01/28 00:00:00+00,2016/03/09 00:00:00+00,2018/03/09 00:00:00+00,Approved,"1 story addition- add art room/enlarge kitchen/laundry. remodel add mstr bath/add desk(redwood) to back of house. remodel interior.This Plot Plan approves the following for the above referenced project:?	Construct a new porch 26 sq. ft.; construct a new deck 545 sq. ft. and four new additions to the residence totaling 693 sq ft. Total new habitable area is 2,379 sq. ft.   Total lot coverage is 3362 sq. ft. Special Notes: ?	Sinks are not allowed in bedrooms.  ?	All rooms within each residence must have internal access and be accessible within the unit.  ?	The existing residence may contain only one kitchen and used for occupancy by one family for living, sleeping, cooking, eating, and sanitation.   ?	Junk and salvage is not allowed on the subject property at any time.  All personal items must be stored inside an enclosed structure.  ?	Green Building and Lid requirements may be applicable to the satisfaction of the Department of Public Works This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees, and may be subject to the Green Building Program. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.Project No: RPPL2016000716	   	Date: 3/9/2016EXPIRES: 3/9/2018Address:  2152 N. Grand Oaks Altadena	APN: 5857-023-024	Zone: R-1-7500	CSD: Altadena	Community Plan:	Altadena- LD 每 Low Density Residential (1-6 dwelling units/gross acre)?",Permits & Reviews,Site Plan Review - Ministerial,
-118.3478719,33.94012992,611,PlanManagement,RPPL2016000729,,Address,2016/01/28 00:00:00+00,2016/08/15 00:00:00+00,,Approved,Convert an existing SFR to a duplex,Permits & Reviews,Site Plan Review - Ministerial,
-117.8536187,34.1063556,616,PlanManagement,RPPL2016000398,,Address,2016/01/04 00:00:00+00,2016/06/20 00:00:00+00,,Approved,Incorrect work class should have been Spr-Minsterial restaurant ,Permits & Reviews,Site Plan Review - Discretionary,
-117.8548213,34.10636007,617,PlanManagement,RPPL2016000398,,Address,2016/01/04 00:00:00+00,2016/06/20 00:00:00+00,,Approved,Incorrect work class should have been Spr-Minsterial restaurant ,Permits & Reviews,Site Plan Review - Discretionary,
-118.1244284,34.17668932,625,PlanManagement,RPPL2016000686,,Address,2016/01/27 00:00:00+00,2016/02/17 00:00:00+00,,Approved,"This Site Plan Review approves the following for the above referenced project: ?	RPPL 2016000686 approves the addition of 628 square feet to the rear of an existing single family residence (1,448 square feet).Special Notes:?	The property is in an R-1-7,500 zone in the Altadena Community Standards District.  The rear yard setback is 25 feet and the side yard setback is 5 feet.?	The maximum number of stories above grade shall be two, and the maximum height is 30 feet.?	The maximum Gross Structural Area ((GSA = (.25 x net lot area) + 1,000 square feet)) of the lot is 2,550 square feet.  The proposed GSA is 2,076 square feet.?	The maximum Lot Coverage ((GSA = (.25 x net lot area) + 1,000 square feet)) of the lot is 2,550 square feet.  The proposed lot coverage is 2,541 square feet.?	Each parking space must be covered and have the dimensions 8.5＊ in width and 18＊ in length. ?	This is not a building permit.?	Approvals from other County agencies may be needed before the issuance of a Building Permit.  ?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.?	No grading presented, no grading approved.  ?	This project must comply with the Green Building Program to the satisfaction of the Department of Public Works.This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees. Obtain any necessary approvals from Los Angeles County Department of Public Works.",Permits & Reviews,Site Plan Review - Ministerial,
-118.1725355,34.04311341,626,PlanManagement,RPPL2016000510,,Address,2016/01/13 00:00:00+00,2016/04/26 00:00:00+00,,Approved,LEGALIZE 280 SF TWO-CAR GARAGE AND LEGALIZE 504 SF REAR ADDITION TO BACK UNIT.,Permits & Reviews,Site Plan Review - Ministerial,
-118.1726006,34.04311762,627,PlanManagement,RPPL2016000510,,Address,2016/01/13 00:00:00+00,2016/04/26 00:00:00+00,,Approved,LEGALIZE 280 SF TWO-CAR GARAGE AND LEGALIZE 504 SF REAR ADDITION TO BACK UNIT.,Permits & Reviews,Site Plan Review - Ministerial,
-117.9033113,33.98853453,629,PlanManagement,RPPL2016000582,,Address,2016/01/20 00:00:00+00,,,Open,Install one set of wall channel letters (internally illuminated),Permits & Reviews,Site Plan Review - Ministerial,
-118.303409,33.94019179,631,PlanManagement,RPPL2016000419,,Address,2016/01/06 00:00:00+00,2016/08/09 00:00:00+00,,Approved,248 sq ft recreation room,Permits & Reviews,Site Plan Review - Ministerial,
-118.7081757,34.04335443,634,PlanManagement,RPPL2016000717,R2008-00523,Address,2016/01/28 00:00:00+00,2016/03/09 00:00:00+00,,Approved,"Install a new 10kW hydrogen fuel cell cabinet w/ gas storage cabinet on a new concrete slab next to existing AT&T WTF. Cabinet is for emergency back up, already reviewed by B&S already awaiting DRP approval. Lease are 250 sq. ft. Max height of cabinet 6'6""Pepperdine LRDPA-1-1-DPSA: WestSD:3Consult by K. Finkel & E. Rodriguez ",Permits & Reviews,Revised Exhibit "A",
-118.1898581,34.05067797,635,PlanManagement,RPPL2016000670,,Address,2016/01/26 00:00:00+00,2016/05/16 00:00:00+00,,Approved,YARD MODIFICATION TO CONVERT GARAGE TO LIVING ROOM.,Permits & Reviews,Site Plan Review - Ministerial,
-118.2287412,34.22387282,651,PlanManagement,RPPL2016000410,,Address,2016/01/05 00:00:00+00,2016/03/28 00:00:00+00,,Approved,"RPPL2016000410 2330 Mountain Ave., La Crescenta      La Crescenta - Montrose Community Standard District      APN# 5804-014-022?	This approval is for a new 37 square feet powder room attached to the existing single family residence. ?	The maximum height approved for the addition is 11 feet.?	The garage must be used for vehicle parking only. ?	Setbacks as shown on the plans.?	The property is located in the La Crescenta Montrose Community Standards District (CSD). The CSD requires at least 50 percent of the required yard to be landscaped and such landscaping shall include at least one minimum 15 gallon tree. Where landscaping is required, it shall be irrigated by a permanent water system and shall be maintained with regular pruning, weeding, fertilizing, litter removal, and replacement of plants as necessary.?	Existing single family residence must remain as a single family residence.?	No grading has been proposed, reviewed and/or approved.?	The accuracy of the property line is the responsibility of the owner/applicant?	Plans show there are oak trees on the property. This approval does not authorize any oak tree encroachments or removals, or any work that will result in oak tree encroachments. Any oak tree encroachments or approvals will require an oak tree permit.?	This approval does not legalize any structures to be modified without building permits. Must obtain building permits from the building and safety office. ?	Green Building standards must be implemented to the satisfaction of DPW.?	Changes to this approval require additional DRP review and fees.?	Approval expires 03/28/2018.DO NOT REMOVE",Referrals & Letters,Zoning Conformance Review,
-118.762262,34.10282204,652,PlanManagement,RPPL2016000560,,Address,2016/01/19 00:00:00+00,2016/02/11 00:00:00+00,,Approved,"Grading restoration-- legalize work as it existsApproved by Marie N. WaiteDate: 2/11/16EXPIRES: 2/11/18Permit No: RPPL201600560Address: 1827 Olivera Dr.	APN: 4462-007-031, -032Zone: A-1-1                                CSD: Santa Monica Mountains North Area     Santa Monica Mountains North Area Plan: N1 - Rural Residential 1 (1 du/ac max)This Zoning Conformance Review approves the following for the above referenced project:?	Legalize 316 cy of cut and 316 cy of fill, balanced on site. Special Notes: ?	Per the Santa Monica Mountains North Area CSD, grading shall not begin during the rainy season, defined as October 15 of any year through April 15 of the subsequent year.?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.  ?	This project must also comply with the Green Building Program to the satisfaction of the Department of Public Works This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees, and may be subject to the Green Building Program. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.",Referrals & Letters,Zoning Conformance Review,
